1,-5.83632e-08
0.996667,-0.000476205
0.993333,-0.000950362
0.99,-0.00142254
0.986667,-0.00189277
0.983333,-0.00236104
0.98,-0.00282738
0.976667,-0.00329181
0.973333,-0.00375432
0.97,-0.00421495
0.966667,-0.00467369
0.963333,-0.00513057
0.96,-0.00558559
0.956667,-0.00603877
0.953333,-0.00649012
0.95,-0.00693965
0.946667,-0.00738737
0.943333,-0.00783329
0.94,-0.00827744
0.936667,-0.00871981
0.933333,-0.00916041
0.93,-0.00959927
0.926667,-0.0100364
0.923333,-0.0104718
0.92,-0.0109054
0.916667,-0.0113374
0.913333,-0.0117676
0.91,-0.0121962
0.906667,-0.012623
0.903333,-0.0130482
0.9,-0.0134717
0.896667,-0.0138936
0.893333,-0.0143138
0.89,-0.0147324
0.886667,-0.0151494
0.883333,-0.0155647
0.88,-0.0159784
0.876667,-0.0163904
0.873333,-0.0168009
0.87,-0.0172098
0.866667,-0.0176171
0.863333,-0.0180228
0.86,-0.0184269
0.856667,-0.0188295
0.853333,-0.0192304
0.85,-0.0196299
0.846667,-0.0200277
0.843333,-0.020424
0.84,-0.0208188
0.836667,-0.021212
0.833333,-0.0216037
0.83,-0.0219938
0.826667,-0.0223824
0.823333,-0.0227695
0.82,-0.023155
0.816667,-0.0235391
0.813333,-0.0239216
0.81,-0.0243026
0.806667,-0.0246821
0.803333,-0.02506
0.8,-0.0254365
0.796667,-0.0258114
0.793333,-0.0261849
0.79,-0.0265568
0.786667,-0.0269273
0.783333,-0.0272962
0.78,-0.0276636
0.776667,-0.0280296
0.773333,-0.028394
0.77,-0.0287569
0.766667,-0.0291183
0.763333,-0.0294782
0.76,-0.0298366
0.756667,-0.0301935
0.753333,-0.0305489
0.75,-0.0309028
0.746667,-0.0312552
0.743333,-0.0316061
0.74,-0.0319554
0.736667,-0.0323032
0.733333,-0.0326495
0.73,-0.0329943
0.726667,-0.0333376
0.723333,-0.0336793
0.72,-0.0340195
0.716667,-0.0343582
0.713333,-0.0346953
0.71,-0.0350308
0.706667,-0.0353649
0.703333,-0.0356973
0.7,-0.0360282
0.696667,-0.0363575
0.693333,-0.0366853
0.69,-0.0370115
0.686667,-0.037336
0.683333,-0.037659
0.68,-0.0379804
0.676667,-0.0383002
0.673333,-0.0386184
0.67,-0.0389349
0.666667,-0.0392499
0.663333,-0.0395631
0.66,-0.0398748
0.656667,-0.0401847
0.653333,-0.0404931
0.65,-0.0407997
0.646667,-0.0411046
0.643333,-0.0414079
0.64,-0.0417095
0.636667,-0.0420093
0.633333,-0.0423074
0.63,-0.0426038
0.626667,-0.0428984
0.623333,-0.0431913
0.62,-0.0434824
0.616667,-0.0437717
0.613333,-0.0440593
0.61,-0.044345
0.606667,-0.0446289
0.603333,-0.0449109
0.6,-0.0451911
0.596667,-0.0454695
0.593333,-0.0457459
0.59,-0.0460205
0.586667,-0.0462932
0.583333,-0.0465639
0.58,-0.0468327
0.576667,-0.0470996
0.573333,-0.0473645
0.57,-0.0476274
0.566667,-0.0478883
0.563333,-0.0481471
0.56,-0.048404
0.556667,-0.0486588
0.553333,-0.0489115
0.55,-0.0491621
0.546667,-0.0494106
0.543333,-0.0496569
0.54,-0.0499012
0.536667,-0.0501432
0.533333,-0.0503831
0.53,-0.0506207
0.526667,-0.0508561
0.523333,-0.0510893
0.52,-0.0513201
0.516667,-0.0515487
0.513333,-0.051775
0.51,-0.0519989
0.506667,-0.0522204
0.503333,-0.0524396
0.5,-0.0526563
0.496667,-0.0528706
0.493333,-0.0530824
0.49,-0.0532917
0.486667,-0.0534985
0.483333,-0.0537028
0.48,-0.0539045
0.476667,-0.0541036
0.473333,-0.0543001
0.47,-0.0544939
0.466667,-0.054685
0.463333,-0.0548734
0.46,-0.0550591
0.456667,-0.055242
0.453333,-0.0554221
0.45,-0.0555993
0.446667,-0.0557737
0.443333,-0.0559452
0.44,-0.0561138
0.436667,-0.0562794
0.433333,-0.056442
0.43,-0.0566015
0.426667,-0.056758
0.423333,-0.0569114
0.42,-0.0570617
0.416667,-0.0572087
0.413333,-0.0573526
0.41,-0.0574932
0.406667,-0.0576305
0.403333,-0.0577645
0.4,-0.0578951
0.396667,-0.0580223
0.393333,-0.0581461
0.39,-0.0582663
0.386667,-0.058383
0.383333,-0.0584962
0.38,-0.0586057
0.376667,-0.0587115
0.373333,-0.0588137
0.37,-0.058912
0.366667,-0.0590066
0.363333,-0.0590972
0.36,-0.059184
0.356667,-0.0592668
0.353333,-0.0593457
0.35,-0.0594204
0.346667,-0.059491
0.343333,-0.0595575
0.34,-0.0596197
0.336667,-0.0596777
0.333333,-0.0597313
0.33,-0.0597805
0.326667,-0.0598253
0.323333,-0.0598655
0.32,-0.0599012
0.316667,-0.0599322
0.313333,-0.0599586
0.31,-0.0599801
0.306667,-0.0599968
0.303333,-0.0600086
0.3,-0.0600154
0.296667,-0.0600172
0.293333,-0.0600139
0.29,-0.0600053
0.286667,-0.0599915
0.283333,-0.0599723
0.28,-0.0599477
0.276667,-0.0599176
0.273333,-0.0598818
0.27,-0.0598404
0.266667,-0.0597932
0.263333,-0.0597401
0.26,-0.0596811
0.256667,-0.0596161
0.253333,-0.0595448
0.25,-0.0594674
0.246667,-0.0593835
0.243333,-0.0592932
0.24,-0.0591964
0.236667,-0.0590928
0.233333,-0.0589825
0.23,-0.0588652
0.226667,-0.058741
0.223333,-0.0586095
0.22,-0.0584708
0.216667,-0.0583246
0.213333,-0.0581708
0.21,-0.0580094
0.206667,-0.0578401
0.203333,-0.0576628
0.2,-0.0574773
0.196667,-0.0572835
0.193333,-0.0570812
0.19,-0.0568702
0.186667,-0.0566504
0.183333,-0.0564215
0.18,-0.0561833
0.176667,-0.0559357
0.173333,-0.0556785
0.17,-0.0554113
0.166667,-0.0551341
0.163333,-0.0548464
0.16,-0.0545482
0.156667,-0.0542391
0.153333,-0.0539188
0.15,-0.053587
0.146667,-0.0532435
0.143333,-0.0528879
0.14,-0.0525198
0.136667,-0.052139
0.133333,-0.0517449
0.13,-0.0513374
0.126667,-0.0509158
0.123333,-0.0504797
0.12,-0.0500287
0.116667,-0.0495623
0.113333,-0.0490799
0.11,-0.0485808
0.106667,-0.0480646
0.103333,-0.0475305
0.1,-0.0469777
0.0966667,-0.0464055
0.0933333,-0.0458131
0.09,-0.0451995
0.0866667,-0.0445636
0.0833333,-0.0439045
0.08,-0.0432208
0.0766667,-0.0425113
0.0733333,-0.0417744
0.07,-0.0410085
0.0666667,-0.0402117
0.0633333,-0.039382
0.06,-0.038517
0.0566667,-0.0376141
0.0533333,-0.0366702
0.05,-0.0356817
0.0466667,-0.0346444
0.0433333,-0.0335535
0.04,-0.0324032
0.0366667,-0.0311862
0.0333333,-0.029894
0.03,-0.0285154
0.0266667,-0.0270363
0.0233333,-0.0254381
0.02,-0.023695
0.0166667,-0.0217701
0.0133333,-0.0196067
0.01,-0.0171093
0.00666667,-0.0140919
0.00333333,-0.0100741
0,-0
